path,size_bytes,sha256
EXTERNAL_EVIDENCE/PHASE5_ROBUSTNESS_LARGE_EVIDENCE_PAYLOAD_MANIFEST.csv,1530,b281d6c9752544fcc107d0a13161a355a4699db6ef45024c50d7dd32065cb3da
LINEAGE/LINEAGE_MAP.json,3909,392e43098b3ef49958d11843f2d86da93913476afd5591e609b9369bdf659a2e
MASTER_STATUS.json,1780,8af85e4705dc83e54d7b1e648b5237ee3f1c7cb25557f3a4dc4f58d3cebf0b37
PLAN/08_GWBH-SSIDA_重力波連星ブラックホール標準サイレン宇宙論推論依存性監査_詳細検証計画書_v1.0.docx,44282,84504ee29176e313f04b769e83a06d30e8528f307d28c9bcc75373a38add1aec
PLAN/08_GWBH-SSIDA_重力波連星ブラックホール標準サイレン宇宙論推論依存性監査_詳細検証計画書_v1.0.docx.sha256,197,01f7f53fd6002e0482be546284ae096516bc21e7c89ebc93b1f0edcd3be621d8
PREREGISTRATION/METRIC_PREREGISTRATION.json,5584,0637b42f9497cce27bd8b1b14538e7be2bd74f324e893e5e3c17b6a868b2d1b8
README_EN.md,629,d440a4f8e417a97489b6953902ab28a41eb9b01650354768c5880f09f6def416
README_JA.md,1214,e5625ab66ce757bc581f81a7b32a03a1547eb904da1c5208dfa32f1886634ff7
REPRODUCIBILITY_GUIDE.md,683,8772fa6862b8c09f8d7ff44233b29278b637d98812137b81badc7a3da84b9076
SOURCE_FREEZE/PAPER_SOURCE_FREEZE.json,585,c330da9d6328e45c97c4c32dc175d83e85ef27cc8b94301aeaccf54f0c7f933e
SOURCE_FREEZE/ZENODO_FILE_INVENTORY.csv,12430,f931033735ab74ec1fc84b44469ca299cc20e55385d4c435ef120c00f43a1eff
SOURCE_FREEZE/ZENODO_SOURCE_FREEZE.json,497,ed11ea272acf740123c5883e5fef44111827e1df67013a9ea4e5708a220013f5
